step,tokens,train_loss,val_loss,val_ppl,lr,elapsed_s
500,4096000,5.444523811340332,5.303040523529052,200.9468657337138,0.0002992548381355933,44.10103893280029
1000,8192000,4.601221084594727,4.7495601987838745,115.53346159510048,0.00029056716136821543,87.11586380004883
1500,12288000,4.143832206726074,4.51051917552948,90.96903514959727,0.00027271935907359057,130.18147993087769
2000,16384000,4.218872547149658,4.3832856464385985,80.10078437221965,0.0002470134285862354,173.25358247756958
2500,20480000,4.482062816619873,4.283781719207764,72.51415028838873,0.0002153246177615057,216.32984805107117
3000,24576000,4.128392219543457,4.210881972312928,67.41597261851685,0.00017996462562803927,259.4971299171448
3500,28672000,4.508282661437988,4.1507789897918705,63.483433988483355,0.00014351296392326577,302.72762846946716
4000,32768000,4.212326526641846,4.111120743751526,61.01506151338462,0.00010862878168945194,345.8637948036194
4500,36864000,4.166323661804199,4.075522637367248,58.881246087482815,7.785688032765895e-05,389.00353932380676
5000,40960000,4.193289756774902,4.054133253097534,57.635186221553965,5.3442070313131376e-05,432.0786910057068
5500,45056000,3.7643747329711914,4.040599031448364,56.860393769686,3.716541225136576e-05,475.24340057373047
6000,49152000,3.695056915283203,4.029720368385315,56.245181117095505,3.0214288491260102e-05,518.4088680744171
6103,49995776,4.135202407836914,4.028520956039428,56.1777603931739,3.000001981741871e-05,529.4621798992157
