step,tokens,train_loss,val_loss,val_ppl,lr,elapsed_s
500,4096000,5.4290924072265625,5.473213081359863,238.22439875078248,0.0002992548381355933,44.070281982421875
1000,8192000,5.0661211013793945,4.832504687309265,125.52496803989497,0.00029056716136821543,90.04995131492615
1500,12288000,4.6635050773620605,4.58202588558197,97.71214745740687,0.00027271935907359057,138.16785597801208
2000,16384000,4.758030891418457,4.426465401649475,83.63527673909688,0.0002470134285862354,185.13232851028442
2500,20480000,4.204179763793945,4.324698247909546,75.54271424819228,0.0002153246177615057,232.48336148262024
3000,24576000,4.249744415283203,4.2446879863739015,69.73399879133522,0.00017996462562803927,279.6822781562805
3500,28672000,4.031297206878662,4.177630920410156,65.21117959468779,0.00014351296392326577,327.2283113002777
4000,32768000,4.260136604309082,4.1331848669052125,62.37626702585982,0.00010862878168945194,375.1350748538971
4500,36864000,3.9030728340148926,4.096895470619201,60.15324988393248,7.785688032765895e-05,423.09671211242676
5000,40960000,4.12330436706543,4.075391683578491,58.87353587007305,5.3442070313131376e-05,470.9288194179535
5500,45056000,4.360367298126221,4.0593532371520995,57.936827571197526,3.716541225136576e-05,518.4923083782196
6000,49152000,4.040897369384766,4.0463261318206785,57.18697323606474,3.0214288491260102e-05,565.8210422992706
6103,49995776,4.2994842529296875,4.043751163482666,57.03990801603688,3.000001981741871e-05,578.0325157642365
