step,tokens,train_loss,val_loss,val_ppl,lr,elapsed_s
500,4096000,5.5039238929748535,5.552680711746216,257.92806075217595,0.0002992548381355933,44.01319742202759
1000,8192000,5.133493423461914,4.880711407661438,131.7243402656951,0.00029056716136821543,86.84683346748352
1500,12288000,4.730493545532227,4.637404613494873,103.27595841834605,0.00027271935907359057,129.73668718338013
2000,16384000,4.823031425476074,4.475999331474304,87.88238017045182,0.0002470134285862354,172.69826817512512
2500,20480000,4.26406192779541,4.368625130653381,78.93503170580342,0.0002153246177615057,215.69681692123413
3000,24576000,4.308935642242432,4.2864040279388425,72.7045543177816,0.00017996462562803927,258.6087350845337
3500,28672000,4.062263488769531,4.223995480537415,68.305854514417,0.00014351296392326577,301.54888796806335
4000,32768000,4.311199188232422,4.175466260910034,65.07017226675045,0.00010862878168945194,344.4857597351074
4500,36864000,3.941314220428467,4.135315299034119,62.50929708465288,7.785688032765895e-05,387.39185214042664
5000,40960000,4.171198844909668,4.117057900428772,61.37839500992259,5.3442070313131376e-05,430.36607670783997
5500,45056000,4.411354064941406,4.099022054672242,60.28130693966049,3.716541225136576e-05,473.32246375083923
6000,49152000,4.085442543029785,4.086680445671082,59.54191067422538,3.0214288491260102e-05,516.2246735095978
6103,49995776,4.359246253967285,4.084144763946533,59.39112259556497,3.000001981741871e-05,527.1773455142975
