step,tokens,train_loss,val_loss,val_ppl,lr,elapsed_s
500,4096000,5.362005710601807,5.487336568832397,241.61282997030222,0.0002992548381355933,33.63725137710571
1000,8192000,4.735495567321777,5.019942426681519,151.4025867937735,0.00029056716136821543,66.70378994941711
1500,12288000,4.739081382751465,4.781934604644776,119.33499290306047,0.00027271935907359057,99.80192184448242
2000,16384000,4.943367004394531,4.633754506111145,102.89967723110661,0.0002470134285862354,132.92387294769287
2500,20480000,4.659173488616943,4.516156029701233,91.48326228497487,0.0002153246177615057,166.01134634017944
3000,24576000,4.261932373046875,4.433241147994995,84.20389238203867,0.00017996462562803927,199.11717128753662
3500,28672000,4.443624973297119,4.3729048919677735,79.27357873434065,0.00014351296392326577,232.1820101737976
4000,32768000,4.285487174987793,4.330696029663086,75.99716444553185,0.00010862878168945194,265.28177666664124
4500,36864000,4.367157936096191,4.2984509992599484,73.58572103674193,7.785688032765895e-05,298.37464904785156
5000,40960000,4.572266578674316,4.2774542665481565,72.05676899054255,5.3442070313131376e-05,331.51008915901184
5500,45056000,4.3597307205200195,4.257707304954529,70.64782371848453,3.716541225136576e-05,364.59749960899353
6000,49152000,4.543824672698975,4.2444576120376585,69.71793571798106,3.0214288491260102e-05,397.7271797657013
6103,49995776,4.66214656829834,4.24243161201477,69.5768301668117,3.000001981741871e-05,406.69139790534973
