step,tokens,train_loss,val_loss,val_ppl,lr,elapsed_s
500,4096000,6.192673683166504,6.187297677993774,486.52956860142,0.0002992548381355933,44.381638526916504
1000,8192000,5.306471824645996,5.5045421695709225,245.80589249613172,0.00029056716136821543,87.56672048568726
1500,12288000,4.901914596557617,5.222901134490967,185.47148202060603,0.00027271935907359057,130.74129247665405
2000,16384000,4.888375282287598,5.052762727737427,156.45410805897947,0.0002470134285862354,173.98911547660828
2500,20480000,4.724831581115723,4.952893419265747,141.58403380187477,0.0002153246177615057,217.23650074005127
3000,24576000,4.88161563873291,4.874505939483643,130.90946003554157,0.00017996462562803927,260.4694285392761
3500,28672000,4.64268684387207,4.8025883769989015,121.82533968138489,0.00014351296392326577,303.7017021179199
4000,32768000,4.450339317321777,4.755810251235962,116.25781304937966,0.00010862878168945194,346.9191324710846
4500,36864000,4.535302639007568,4.721517791748047,112.33862998203399,7.785688032765895e-05,390.1430289745331
5000,40960000,4.576014995574951,4.694677200317383,109.36350044014924,5.3442070313131376e-05,433.3664503097534
5500,45056000,4.250658988952637,4.672081823348999,106.92009965785624,3.716541225136576e-05,476.5457308292389
6000,49152000,4.249743461608887,4.662792387008667,105.93147120845616,3.0214288491260102e-05,519.7766108512878
6103,49995776,4.75297212600708,4.661903486251831,105.83735048171624,3.000001981741871e-05,530.7932443618774
