step,tokens,train_loss,val_loss,val_ppl,lr,elapsed_s
500,4096000,5.371780872344971,5.319033079147339,204.18635446765236,0.0002992548381355933,44.08699655532837
1000,8192000,5.0854291915893555,4.821529850959778,124.15488403361144,0.00029056716136821543,87.08554220199585
1500,12288000,4.623303413391113,4.505123240947723,90.47949414038848,0.00027271935907359057,130.0718264579773
2000,16384000,4.460082054138184,4.361958901882172,78.41058271700604,0.0002470134285862354,173.08605217933655
2500,20480000,4.204833030700684,4.244491858482361,69.72032335029512,0.0002153246177615057,216.07999444007874
3000,24576000,4.5032782554626465,4.168769237995147,64.63585178239823,0.00017996462562803927,259.2105162143707
3500,28672000,4.4444990158081055,4.118056471347809,61.439716301970606,0.00014351296392326577,302.35068225860596
4000,32768000,4.282748222351074,4.076264395713806,58.924937945620854,0.00010862878168945194,345.4891104698181
4500,36864000,4.293516635894775,4.043237524032593,57.010617592053904,7.785688032765895e-05,388.6746587753296
5000,40960000,4.3913726806640625,4.01988199710846,55.69453332304091,5.3442070313131376e-05,431.92618584632874
5500,45056000,4.1008172035217285,4.005913145542145,54.921953244892244,3.716541225136576e-05,475.14397382736206
6000,49152000,4.240019798278809,3.995445201396942,54.350031948554864,3.0214288491260102e-05,518.3057191371918
6103,49995776,4.225311279296875,3.9937078189849853,54.25568713919601,3.000001981741871e-05,529.3143887519836
