step,tokens,train_loss,val_loss,val_ppl,lr,elapsed_s
500,4096000,1.136366605758667,1.7324462919379,5.654469486187474,0.0002992548381355933,43.56055569648743
1000,8192000,0.8078061938285828,1.4887395695825318,4.431506391939127,0.00029056716136821543,86.73095965385437
1500,12288000,0.8567781448364258,1.3395451253383004,3.8173067142848907,0.00027271935907359057,129.82268023490906
2000,16384000,1.0802092552185059,1.3020127191016422,3.6766893683310453,0.0002470134285862354,172.85867357254028
2500,20480000,0.6563705205917358,1.265498307482082,3.5448587256954647,0.0002153246177615057,216.0005714893341
3000,24576000,0.7039843797683716,1.2276086328017652,3.413057894790897,0.00017996462562803927,259.1528401374817
3500,28672000,0.8429509401321411,1.2096591642753562,3.352341859940727,0.00014351296392326577,302.26736426353455
4000,32768000,1.2860591411590576,1.2064312091424836,3.3415380972384123,0.00010862878168945194,345.4001393318176
4500,36864000,0.5271514654159546,1.2077149937500307,3.3458306671912457,7.785688032765895e-05,388.55253624916077
5000,40960000,0.6305397748947144,1.207020253991362,3.3435069928689063,5.3442070313131376e-05,431.9834144115448
5500,45056000,0.8722881078720093,1.2035992588829156,3.3320884143879743,3.716541225136576e-05,475.33925127983093
6000,49152000,0.7169974446296692,1.2050306353736762,3.3368613024944724,3.0214288491260102e-05,518.1834061145782
6103,49995776,0.7119753360748291,1.202223339272504,3.327506881228448,3.000001981741871e-05,528.2465467453003
