step,tokens,train_loss,val_loss,val_ppl,lr,elapsed_s
500,4096000,1.3664902448654175,1.756999082900771,5.795020897439658,0.0002992548381355933,43.46507430076599
1000,8192000,0.768336296081543,1.4632526138919082,4.319987954283835,0.00029056716136821543,86.62123942375183
1500,12288000,0.7461963295936584,1.3467937546159754,3.8450774839071373,0.00027271935907359057,129.96289587020874
2000,16384000,1.016847848892212,1.2819823499900014,3.6037765958435073,0.0002470134285862354,173.38350820541382
2500,20480000,1.514770269393921,1.2561556274567418,3.511894471899236,0.0002153246177615057,216.6686134338379
3000,24576000,0.8240387439727783,1.2373509862315115,3.4464716109102147,0.00017996462562803927,259.72929334640503
3500,28672000,0.5636584758758545,1.228277553865059,3.4153417248728277,0.00014351296392326577,302.6137578487396
4000,32768000,0.5931277275085449,1.2138559111398668,3.366440353341501,0.00010862878168945194,345.45531153678894
4500,36864000,0.5460240840911865,1.2147244520522842,3.3693655146448385,7.785688032765895e-05,388.61113810539246
5000,40960000,0.661348819732666,1.2087494811820025,3.3492936778776445,5.3442070313131376e-05,431.88486528396606
5500,45056000,0.5539740324020386,1.208949898954612,3.3499650031268877,3.716541225136576e-05,475.1966323852539
6000,49152000,0.515839695930481,1.2117317813125688,3.3592971861681633,3.0214288491260102e-05,518.5369782447815
6103,49995776,0.7249825596809387,1.206718526293884,3.342498316382916,3.000001981741871e-05,528.679004907608
