step,tokens,train_loss,val_loss,val_ppl,lr,elapsed_s
500,4096000,5.201737403869629,5.195037889480591,180.37497698172646,0.0002992548381355933,44.59632682800293
1000,8192000,4.629695892333984,4.731489963531494,113.46449442490366,0.00029056716136821543,89.18518400192261
1500,12288000,4.005638122558594,4.504946312904358,90.4634871966059,0.00027271935907359057,133.78096532821655
2000,16384000,4.4041829109191895,4.353927865028381,77.7833863271882,0.0002470134285862354,178.37539434432983
2500,20480000,4.113321304321289,4.2528388833999635,70.30471620439964,0.0002153246177615057,223.06960010528564
3000,24576000,3.9906468391418457,4.180812349319458,65.41897469406192,0.00017996462562803927,267.80940890312195
3500,28672000,4.1899003982543945,4.124792189598083,61.85495381185505,0.00014351296392326577,312.66138911247253
4000,32768000,3.9792122840881348,4.091010346412658,59.800280190929534,0.00010862878168945194,357.4644658565521
4500,36864000,4.096390247344971,4.057930307388306,57.85444616020753,7.785688032765895e-05,402.21162390708923
5000,40960000,3.9652037620544434,4.032002482414246,56.3736856091632,5.3442070313131376e-05,446.9270210266113
5500,45056000,3.7134058475494385,4.022827429771423,55.858819649021264,3.716541225136576e-05,491.6082365512848
6000,49152000,3.9396467208862305,4.010281853675842,55.16241610232403,3.0214288491260102e-05,536.2514882087708
6103,49995776,4.09060001373291,4.009187536239624,55.10208392585649,3.000001981741871e-05,547.7350063323975
