step,tokens,train_loss,val_loss,val_ppl,lr,elapsed_s
500,4096000,5.260540008544922,5.200834970474244,181.42366205180804,0.0002992548381355933,44.52449584007263
1000,8192000,4.63803243637085,4.726380977630615,112.88628421423384,0.00029056716136821543,89.22143340110779
1500,12288000,4.272623062133789,4.499188051223755,89.94407166527579,0.00027271935907359057,133.98304414749146
2000,16384000,4.409552574157715,4.355843815803528,77.93255832398422,0.0002470134285862354,178.79092168807983
2500,20480000,4.0657172203063965,4.2562184715271,70.54271913797851,0.0002153246177615057,223.50978755950928
3000,24576000,4.138632774353027,4.176271643638611,65.12259976890807,0.00017996462562803927,268.22733426094055
3500,28672000,3.898944139480591,4.122310156822205,61.701618159918986,0.00014351296392326577,312.87513971328735
4000,32768000,4.270751476287842,4.082475662231445,59.29207545385141,0.00010862878168945194,357.5879888534546
4500,36864000,4.199139595031738,4.056883668899536,57.79392514744527,7.785688032765895e-05,402.39733266830444
5000,40960000,3.8807029724121094,4.02965567111969,56.24154232538381,5.3442070313131376e-05,447.2418727874756
5500,45056000,4.0363616943359375,4.013414702415466,55.33550259341599,3.716541225136576e-05,492.0790545940399
6000,49152000,4.1473188400268555,4.005652060508728,54.9076158166194,3.0214288491260102e-05,536.7799708843231
6103,49995776,4.093778610229492,4.001008696556092,54.65325078434869,3.000001981741871e-05,548.2995135784149
